23/9/2020,23:41:17.8937835,"145,6",C021K9N119
23/9/2020,23:41:35.8867143,"225,9",C021K9N119
23/9/2020,23:41:44.8836297,"276,3",C021K9N119
23/9/2020,23:41:53.8805455,"317,7",C021K9N119
23/9/2020,23:42:02.8765613,"356,1",C021K9N119
23/9/2020,23:42:11.8734775,"406,1",C021K9N119
23/9/2020,23:42:20.8712934,"451,4",C021K9N119
23/9/2020,23:42:38.8642238,"533,2",C021K9N119
23/9/2020,23:42:47.8611396,"581,5",C021K9N119
23/9/2020,23:42:56.8580546,"621,7",C021K9N119
23/9/2020,23:43:50.8377491,"892,1",C021K9N119
23/9/2020,23:44:09.1515188,"977,2",C021K9N119
23/9/2020,23:44:51.7171141,1157,C021K9N119
23/9/2020,23:45:10.5056321,"1242,5",C021K9N119
23/9/2020,23:45:37.4954791,"1377,7",C021K9N119
23/9/2020,23:45:46.4923949,1418,C021K9N119
23/9/2020,23:46:22.4800570,"1598,2",C021K9N119
23/9/2020,23:46:40.4729882,"1683,2",C021K9N119
23/9/2020,23:46:49.5176061,"1723,2",C021K9N119
23/9/2020,23:46:58.4668195,"1773,1",C021K9N119
23/9/2020,23:47:07.4628344,"1813,7",C021K9N119
23/9/2020,23:47:25.4566661,"1903,4",C021K9N119
23/9/2020,23:47:34.4535819,"1943,6",C021K9N119
23/9/2020,23:47:52.4465131,"2033,6",C021K9N119
23/9/2020,23:48:01.4434289,"2073,7",C021K9N119
23/9/2020,23:48:19.4417601,"2163,8",C021K9N119
23/9/2020,23:48:28.4332755,"2203,9",C021K9N119
23/9/2020,23:48:46.6554318,"2293,9",C021K9N119
23/9/2020,23:48:56.9002376,"2334,1",C021K9N119
23/9/2020,23:49:17.3898557,"2424,3",C021K9N119
23/9/2020,23:49:27.6336384,"2457,7",C021K9N119
23/9/2020,23:49:37.2479021,"2508,9",C021K9N119
23/9/2020,23:49:46.2448187,"2519,3",C021K9N119
23/9/2020,23:50:00.0138059,"2518,7",C021K9N119
23/9/2020,23:50:04.2377495,"2524,2",C021K9N119
23/9/2020,23:50:13.2346681,"2519,6",C021K9N119
23/9/2020,23:50:22.2315815,"2524,2",C021K9N119
23/9/2020,23:50:58.2192432,"2524,3",C021K9N119
23/9/2020,23:51:07.2152590,"2526,2",C021K9N119
23/9/2020,23:51:16.2121756,"2524,4",C021K9N119
