0,1,2,3,4,5,6
20/1/2020,12:26:15,C021K1K103,1180223,109B1M,10.012,"0,955"
20/1/2020,18:47:55,C021K1K105,1180223,109B1M,10.013,"0,955"
21/1/2020,04:43:52,C021K1L101,1180223,109B1M,10.007,"0,955"
21/1/2020,09:54:41,C021K1L103,1180223,109B1M,10.012,"0,954"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
21/1/2020,21:00:22,C021K1L108,1180223,109B1M,10.0,"0,955"
22/1/2020,01:41:22,C021K1M101,1180223,109B1M,10.01,"0,955"
22/1/2020,06:43:47,C021K1M102,1180223,109B1M,10.01,"0,955"
22/1/2020,13:58:06,C021K1M104,1180223,109B1M,10.013,"0,955"
22/1/2020,19:05:30,C021K1M105,1180223,109B1M,10.011000000000001,"0,955"
22/1/2020,23:51:37,C021K1M107,1180223,109B1M,10.01,"0,955"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
23/1/2020,10:20:14,C021K1N104,1180223,109B1M,10.0,"0,955"
23/1/2020,15:27:08,C021K1N106,1180223,109B1M,10.009,"0,955"
23/1/2020,21:14:55,C021K1N108,1180223,109B1M,10.01,"0,955"
25/1/2020,10:35:48,C021K1P101,1180223,109B1M,10.06,"0,955"
25/1/2020,14:12:31,C021K1P102,1180223,109B1M,10.04,"0,955"
25/1/2020,18:53:58,C021K1P103,1180223,109B1M,10.02,"0,955"
26/1/2020,00:07:35,C021K1Q101,1180223,109B1M,10.05,"0,955"
26/1/2020,23:16:47,C021K1Q102,1180223,109B1M,9.98,"0,955"
27/1/2020,09:19:00,C021K1R103,1180223,109B1M,10.005,"0,955"
27/1/2020,13:25:29,C021K1R104,1180223,109B1M,10.01,"0,955"
27/1/2020,17:41:08,C021K1R105,1180223,109B1M,10.012,"0,955"
28/1/2020,02:15:39,C021K1S101,1180223,109B1M,10.005,"0,955"
28/1/2020,06:54:32,C021K1S103,1180223,109B1M,9.994,"0,955"
28/1/2020,12:03:16,C021K1S104,1180223,109B1M,10.05,"0,955"
28/1/2020,16:51:24,C021K1S106,1180223,109B1M,10.01,"0,955"
28/1/2020,22:44:35,C021K1S108,1180223/1180227,109B1M,10.041,"0,955"
29/1/2020,13:11:44,C021K1T101,1180227,109B1M,10.056000000000001,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
29/1/2020,19:57:42,C021K1T103,1180227,109B1M,10.052,"0,955"
30/1/2020,17:02:07,C021K1U102,1180227,109B1M,10.04,"0,955"
4/2/2020,09:38:18,C021K24103,1180227,109B1M,10.052,"0,955"
4/2/2020,19:50:06,C021K24105,1180227,109B1M,10.047,"0,955"
5/2/2020,04:14:54,C021K25101,1180227,109B1M,10.035,"0,955"
5/2/2020,11:35:47,C021K25102,1180227,109B1M,10.048,"0,955"
5/2/2020,21:02:39,C021K25105,1180223,109B1M,10.068999999999999,"0,955"
6/2/2020,04:51:20,C021K26102,1180227,109B1M,10.08,"0,955"
6/2/2020,14:34:20,C021K26104,1180227,109B1M,10.035,"0,955"
6/2/2020,22:54:48,C021K26106,1180223,109B1M,10.078,"0,955"
7/2/2020,05:42:14,C021K27102,1180227,109B1L,10.08,"0,955"
7/2/2020,15:14:09,C021K27106,1180227,109B1L,10.072000000000001,"0,955"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
10/2/2020,10:26:05,C021K2A103,1180227,109B1M,10.07,"0,955"
10/2/2020,16:58:18,C021K2A104,1180223/1180227,109B1M,10.057,"0,955"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
11/2/2020,06:42:03,C021K2B102,1180227,109B1M,10.06,"0,955"
11/2/2020,11:45:02,C021K2B104,1180227,109B1M,10.061,"0,955"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
11/2/2020,22:07:47,C021K2B107,1180227,109B1M,10.06,"0,954"
12/2/2020,03:29:03,C021K2C101,1180227,109B1M,10.056000000000001,"0,955"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
12/2/2020,12:23:30,C021K2C104,1180227,109B1M,10.042,"0,955"
12/2/2020,19:04:19,C021K2C105,1180227,109B1M,10.05,"0,955"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
13/2/2020,03:31:39,C021K2D101,1180227,109B1M,10.041,"0,955"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
13/2/2020,20:22:06,C021K2D106,1180227,109B1L,10.01,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
14/2/2020,04:24:33,C021K2E102,1180227,109B1L,10.029,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
14/2/2020,14:50:46,C021K2E105,1180227,109B1L,10.045,"0,955"
14/2/2020,19:12:40,C021K2E108,1180227,109B1L,10.059,"0,955"
14/2/2020,23:10:55,C021K2E112,1180227,109B1L,10.04,"0,955"
15/2/2020,04:31:34,C021K2F102,1180227,109B1L,10.073,"0,955"
15/2/2020,08:09:10,C021K2F105,1180223,109B1L,10.036,"0,955"
15/2/2020,14:04:22,C021K2F107,1180227,109B1L,10.057,"0,955"
15/2/2020,18:56:27,C021K2F109,1180227,109B1L,10.051,"0,955"
15/2/2020,23:12:32,C021K2F110,1180223,109B1L,10.05,"0,955"
16/2/2020,17:24:55,C021K2G103,1180223,109B1L,10.06,"0,955"
17/2/2020,16:08:48,C021K2H102,1180223,109B1L,10.038,"0,955"
17/2/2020,20:36:15,C021K2H103,1180223,109B1L,10.06,"0,955"
18/2/2020,06:04:48,C021K2I103,1180223,109B1L,10.05,"0,955"
18/2/2020,09:08:00,C021K2I105,1180223,109B1L,10.042,"0,955"
18/2/2020,14:16:31,C021K2I106,1180223,109B1L,10.049,"0,955"
18/2/2020,21:38:58,C021K2I109,1180223,109B1L,10.06,"0,955"
19/2/2020,02:45:45,C021K2J102,1180223,109B1L,10.06,"0,955"
19/2/2020,06:47:10,C021K2J105,1180223,109B1L,10.05,"0,955"
19/2/2020,11:01:54,C021K2J106,1180223,109B1L,10.062999999999999,"0,955"
19/2/2020,15:24:07,C021K2J107,1180223,109B1L,10.025,"0,955"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
20/2/2020,03:31:47,C021K2K101,1180223,109B1M,10.06,"0,955"
20/2/2020,07:26:29,C021K2K102,1180223,109B1L,10.052,"0,955"
20/2/2020,10:33:53,C021K2K104,1180223,109B1M,10.042,"0,955"
20/2/2020,13:44:26,C021K2K105,1180223,109B1M,10.016,"0,955"
20/2/2020,19:27:39,C021K2K108,1180223,109B1M,10.037,"0,955"
21/2/2020,01:07:31,C021K2L101,1180223,109B1M,10.074,"0,955"
21/2/2020,05:47:57,C021K2L103,1180223,109B1L,10.051,"0,955"
21/2/2020,11:08:45,C021K2L105,1180223,109B1M,10.036,"0,955"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
26/2/2020,14:49:03,C021K2Q104,1180223,109B1M,10.06,"0,955"
26/2/2020,19:34:43,C021K2Q106,1180223,109B1M,10.067,"0,955"
27/2/2020,01:22:54,C021K2R101,1180223,109B1M,10.054,"0,955"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
27/2/2020,08:14:25,C021K2R104,1180223,109B1M,10.06,"0,954"
27/2/2020,13:55:08,C021K2R106,1180223,109B1M,10.05,"0,955"
27/2/2020,17:46:47,C021K2R107,1180223,109B1M,10.047,"0,955"
27/2/2020,23:33:46,C021K2R109,1180223,109B1M,10.039,"0,955"
28/2/2020,04:36:22,C021K2S102,1180223,109B1M,10.04,"0,955"
28/2/2020,08:34:07,C021K2S104,1180223,109B1M,10.05,"0,954"
28/2/2020,14:00:52,C021K2S106,1180223,109B1M,10.06,"0,955"
28/2/2020,19:54:52,C021K2S108,1180223,109B1M,10.068999999999999,"0,955"
29/2/2020,01:08:58,C021K2T101,1180223,109B1M,10.05,"0,955"
29/2/2020,04:54:01,C021K2T104,1180223,109B1M,10.05,"0,955"
29/2/2020,09:08:55,C021K2T105,1180223,109B1M,10.04,"0,955"
29/2/2020,14:07:44,C021K2T107,1180223,109B1M,10.048,"0,955"
3/3/2020,03:01:11,C021K33102,1180223,109B1L,10.051,"0,955"
3/3/2020,06:11:11,C021K33104,1180223,109B1L,10.05,"0,955"
3/3/2020,10:12:00,C021K33107,1180223,109B1L,10.074,"0,955"
3/3/2020,19:21:23,C021K33109,1180223,109B1L,10.05,"0,955"
3/3/2020,22:30:09,C021K33111,1180223,109B1L,10.031,"0,955"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
9/1/2020,04:25:16,C021K19101,1180223,109B1M,10.056000000000001,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
29/1/2020,13:11:44,C021K1T101,1180227,109B1M,10.056000000000001,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
11/2/2020,22:07:47,C021K2B107,1180227,109B1M,10.06,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
21/1/2020,09:54:41,C021K1L103,1180223,109B1M,10.012,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
13/2/2020,20:22:06,C021K2D106,1180227,109B1L,10.01,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
12/2/2020,22:44:38,C021K2C106,1180227,109B1M,10.04,"0,954"
29/1/2020,13:11:44,C021K1T101,1180227,109B1M,10.056000000000001,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
9/1/2020,04:25:16,C021K19101,1180223,109B1M,10.056000000000001,"0,954"
14/2/2020,04:24:33,C021K2E102,1180227,109B1L,10.029,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
21/1/2020,09:54:41,C021K1L103,1180223,109B1M,10.012,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
13/2/2020,20:22:06,C021K2D106,1180227,109B1L,10.01,"0,954"
14/2/2020,04:24:33,C021K2E102,1180227,109B1L,10.029,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
28/2/2020,08:34:07,C021K2S104,1180223,109B1M,10.05,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
19/2/2020,22:16:11,C021K2J109,1180223,109B1L,10.07,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
13/2/2020,20:22:06,C021K2D106,1180227,109B1L,10.01,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
11/2/2020,22:07:47,C021K2B107,1180227,109B1M,10.06,"0,954"
13/2/2020,08:07:10,C021K2D103,1180227,109B1L,10.056000000000001,"0,954"
9/1/2020,04:25:16,C021K19101,1180223,109B1M,10.056000000000001,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
29/1/2020,13:11:44,C021K1T101,1180227,109B1M,10.056000000000001,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
14/2/2020,10:00:42,C021K2E104,1180227,109B1L,10.073,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
13/2/2020,20:22:06,C021K2D106,1180227,109B1L,10.01,"0,954"
28/2/2020,08:34:07,C021K2S104,1180223,109B1M,10.05,"0,954"
14/2/2020,04:24:33,C021K2E102,1180227,109B1L,10.029,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
29/1/2020,13:11:44,C021K1T101,1180227,109B1M,10.056000000000001,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
29/1/2020,15:08:42,C021K1T102,1180227,109B1M,10.074,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
26/2/2020,06:31:03,C021K2Q101,1180223,109B1M,10.05,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
10/2/2020,23:37:43,C021K2A106,1180227,109B1M,10.08,"0,954"
9/1/2020,04:25:16,C021K19101,1180223,109B1M,10.056000000000001,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
27/2/2020,08:14:25,C021K2R104,1180223,109B1M,10.06,"0,954"
11/2/2020,22:07:47,C021K2B107,1180227,109B1M,10.06,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
14/2/2020,01:02:06,C021K2E101,1180227,109B1L,10.02,"0,954"
9/1/2020,04:25:16,C021K19101,1180223,109B1M,10.056000000000001,"0,954"
12/2/2020,08:29:33,C021K2C102,1180227,109B1M,10.052999999999999,"0,954"
27/2/2020,04:58:28,C021K2R102,1180223,109B1M,10.029,"0,954"
16/1/2020,17:55:14,C021K1G106,1180223,109B1M,10.012,"0,954"
28/2/2020,08:34:07,C021K2S104,1180223,109B1M,10.05,"0,954"
8/1/2020,05:52:24,C021K18102,1180223,109B1M,9.976,"0,954"
13/2/2020,15:24:13,C021K2D105,1180227,109B1L,10.054,"0,954"
23/1/2020,06:15:17,C021K1N101,1180223,109B1M,10.006,"0,954"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
