0,1,2,3,4,5,6
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
11/2/2020,17:16:52,C021K2B106,1180227,109B1M,10.07,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
8/1/2020,09:26:49,C021K18103,1180223,109B1M,10.001,"0,956"
7/1/2020,11:14:26,C021K17103,1180223,109B1L,10.055,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
21/1/2020,15:12:16,C021K1L105,1180223,109B1M,10.003,"0,956"
6/1/2020,09:15:37,C021K16103,1180227,109B1L,10.062000000000001,"0,956"
7/1/2020,07:55:38,C021K17102,1180223,109B1L,10.06,"0,956"
8/1/2020,00:21:13,C021K18101,1180223,109B1M,9.981,"0,956"
5/1/2020,04:22:18,C021K15101,1180227,109B1M,10.08,"0,956"
8/2/2020,21:04:40,C021K28107,1180227,109B1M,10.062999999999999,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
9/1/2020,07:52:24,C021K19102,1180223,109B1M,10.04,"0,956"
12/1/2020,02:18:56,C021K1C101,1180223,109B1L,10.073,"0,956"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
9/1/2020,11:01:07,C021K19103,1180223,109B1M,10.04,"0,961"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
10/1/2020,00:53:45,C021K1A101,1180223,109B1L,10.75,"0,965"
